SYMBOL,ADJUSTMENT_TYPE,DATE,FACTOR,URL,NSE
DPSC,bonus,15-12-2011,0.043478260869565216,https://www.moneycontrol.com/india/stockpricequote/powergenerationdistribution/dpsc/DPS,
Castex Tech,bonus,21-11-2011,0.5,https://www.moneycontrol.com/india/stockpricequote/autoancillaries/castextechnologies/AI49,
Kanpur Plast,bonus,16-11-2011,0.6666666666666666,https://www.moneycontrol.com/india/stockpricequote/packaging/kanpurplastipacks/KP02,
JISL,bonus,08-11-2011,0.9523809523809523,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/jainirrigationsystems/JISLD57000,
Jain Irrigation,bonus,08-11-2011,0.9523809523809523,https://www.moneycontrol.com/india/stockpricequote/plastics/jainirrigationsystems/JIS02,
Anand Projects,bonus,20-10-2011,0.05555555555555555,https://www.moneycontrol.com/india/stockpricequote/powergenerationdistribution/anandprojects/AES,
Bhoruka Alum,bonus,13-10-2011,0.5,https://www.moneycontrol.com/india/stockpricequote/aluminium/bhorukaaluminium/BA03,
Alankit,bonus,10-10-2011,0.2,https://www.moneycontrol.com/india/stockpricequote/financegeneral/alankit/EGJ,
Monsanto India,bonus,05-10-2011,0.5,https://www.moneycontrol.com/india/stockpricequote/pesticidesagrochemicals/monsantoindia/MI39,
Vaswani Ind,bonus,29-09-2011,0.8,https://www.moneycontrol.com/india/stockpricequote/steelspongeiron/vaswaniindustries/VI14,
Zodiac Clothing,bonus,27-09-2011,0.6666666666666666,https://www.moneycontrol.com/india/stockpricequote/textilesreadymadeapparels/zodiacclothingcompany/ZCC,
Jocil,bonus,27-09-2011,0.5,https://www.moneycontrol.com/india/stockpricequote/chemicals/jocil/J01,
Entegra,bonus,26-09-2011,0.7647058823529411,https://www.moneycontrol.com/india/stockpricequote/powergenerationdistribution/entegra/E07,
Nitin Fire Prot,bonus,22-09-2011,0.2857142857142857,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/nitinfireprotectionindustries/NFP01,
Cummins,bonus,20-09-2011,0.7142857142857143,https://www.moneycontrol.com/india/stockpricequote/engines/cumminsindia/CI02,
Sowbhagya Media,bonus,20-09-2011,0.5,https://www.moneycontrol.com/india/stockpricequote/mediaentertainment/sowbhagyamedia/SEL09,
India Nippon,bonus,20-09-2011,0.7142857142857143,https://www.moneycontrol.com/india/stockpricequote/autoancillaries/indianipponelectricals/INE,
Mac Charles,bonus,12-09-2011,0.5,https://www.moneycontrol.com/india/stockpricequote/hotels/maccharlesindia/MCI,
Dhanus Tech,bonus,29-08-2011,0.29411764705882354,https://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/dhanustechnologies/DT08,
Malabar Trading,bonus,24-08-2011,0.14285714285714285,https://www.moneycontrol.com/india/stockpricequote/trading/malabartradingcompany/MTC02,
Confidence Fin,bonus,23-08-2011,0.2,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/confidencefinancetrading/CTC02,
Ashok Leyland,bonus,02-08-2011,0.5,https://www.moneycontrol.com/india/stockpricequote/autolcvshcvs/ashokleyland/AL,
Bhuwalka Steel,bonus,21-07-2011,0.5,https://www.moneycontrol.com/india/stockpricequote/steelmediumsmall/bhuwalkasteelindustries/BSI03,
Diamines Chem,bonus,19-07-2011,0.6666666666666666,https://www.moneycontrol.com/india/stockpricequote/petrochemicals/diamineschemicals/DC04,
Cravatex,bonus,15-07-2011,0.5,https://www.moneycontrol.com/india/stockpricequote/trading/cravatex/C09,
Hemang Resource,bonus,14-07-2011,0.25,https://www.moneycontrol.com/india/stockpricequote/trading/hemangresources/BCC03,
Rajapalayam,bonus,13-07-2011,0.5,https://www.moneycontrol.com/india/stockpricequote/textilesspinningcottonblended/rajapalayammills/RM06,
Valuemart,bonus,13-07-2011,0.8,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/valuemartretailsolutions/RPI05,
Hira Ferro,bonus,11-07-2011,0.2,https://www.moneycontrol.com/india/stockpricequote/miningminerals/hiraferroalloys/HFA,
Black Rose Ind,bonus,30-06-2011,0.5,https://www.moneycontrol.com/india/stockpricequote/chemicals/blackroseindustries/BRI01,
Titan Company,bonus,23-06-2011,0.5,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/titancompany/TI01,
Manappuram Fin,bonus,09-06-2011,0.5,https://www.moneycontrol.com/india/stockpricequote/financeleasinghirepurchase/manappuramfinance/MGF01,
CMC,bonus,08-06-2011,0.5,https://www.moneycontrol.com/india/stockpricequote/computershardware/cmc/CMC,
BNK Capital,bonus,06-06-2011,0.8,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/bnkcapitalmarkets/BNK,
Visagar Polytex,bonus,26-05-2011,0.5,https://www.moneycontrol.com/india/stockpricequote/textilesreadymadeapparels/visagarpolytex/VP10,
Indus Finance,bonus,03-05-2011,0.5,https://www.moneycontrol.com/india/stockpricequote/financeleasinghirepurchase/indusfinance/SF21,
OnMobile Global,bonus,03-05-2011,0.5,https://www.moneycontrol.com/india/stockpricequote/telecommunicationsservice/onmobileglobal/OG01,
Champion Finsec,bonus,28-04-2011,0.5555555555555556,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/monotonasecurities/MSL01,
Shakti Pumps,bonus,28-04-2011,0.5,https://www.moneycontrol.com/india/stockpricequote/pumps/shaktipumpsindia/SPI08,
KSB Pumps,bonus,18-04-2011,0.5,https://www.moneycontrol.com/india/stockpricequote/pumps/ksb/KSB,
ACIL Cotton Ind,bonus,18-04-2011,0.5,https://www.moneycontrol.com/india/stockpricequote/textilesspinningcottonblended/acilcottonindustries/ACI14,
Sanwaria Consum,bonus,07-04-2011,0.5,https://www.moneycontrol.com/india/stockpricequote/personalcare/sanwariaconsumer/SAO,
SVC Resources,bonus,21-03-2011,0.75,https://www.moneycontrol.com/india/stockpricequote/miningminerals/svcresources/PT11,
Shree Nath Comm,bonus,16-03-2011,0.5,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/shreenathcommercialfinance/SNC01,
NALCO,bonus,15-03-2011,0.5,https://www.moneycontrol.com/india/stockpricequote/aluminium/nationalaluminiumcompany/NAC,
Minal Ind,bonus,10-03-2011,0.6,https://www.moneycontrol.com/india/stockpricequote/trading/minalindustries/ME10,
Hind Zinc,bonus,07-03-2011,0.5,https://www.moneycontrol.com/india/stockpricequote/metalsnonferrous/hindustanzinc/HZ,
Marsons,bonus,04-03-2011,0.8,https://www.moneycontrol.com/india/stockpricequote/electricequipment/marsons/M01,
Bhandari Hosier,bonus,24-02-2011,0.7407407407407407,https://www.moneycontrol.com/india/stockpricequote/textileshosieryknitwear/bhandarihosieryexports/BHE02,
Hexaware Tech,bonus,24-02-2011,0.5,https://www.moneycontrol.com/india/stockpricequote/computerssoftware/hexawaretechnologies/HT02,
