fundname,code,link,Do_Not_Use,fund_category
Sahara Growth Fund (G),MFI007,https://www.moneycontrol.com/mutual-funds/nav/sahara-growth-fund/MFI007,,Multi Cap Fund
ICICI Pru Advisor Series - DMF - D (G),MPI1171,https://www.moneycontrol.com/mutual-funds/nav/icici-pru-advisor-series-dmf-d/MPI1171,,Fund of Funds
HDFC Gilt Fund - D (G),MHD1192,https://www.moneycontrol.com/mutual-funds/nav/hdfc-gilt-fund-d/MHD1192,,Gilt Fund
Kotak Credit Risk Fund - D (G),MKM542,https://www.moneycontrol.com/mutual-funds/nav/kotak-credit-risk-fund-d/MKM542,,Credit Risk Fund
LIC MF Equity Hybrid Fund - D (G),MJB166,https://www.moneycontrol.com/mutual-funds/nav/lic-mf-equity-hybrid-fund-d/MJB166,,Aggressive Hybrid Fund
CR Income Saver Fund - D (G),MCA218,https://www.moneycontrol.com/mutual-funds/nav/cr-income-saver-fund-d/MCA218,,Conservative Hybrid Fund
Franklin (I) STIF - Inst. (G),MTE080,https://www.moneycontrol.com/mutual-funds/nav/franklin-i-stif-inst-/MTE080,,Short Duration Fund
IDFC AAFoF - Moderate - Regular (G),MAG359,https://www.moneycontrol.com/mutual-funds/nav/idfc-aafof-moderate-regular/MAG359,,Fund of Funds
IDFC G-Sec Fund - CMP - D (G),MAG764,https://www.moneycontrol.com/mutual-funds/nav/idfc-g-sec-fund-cmp-d/MAG764,,Gilt Fund with 10 year constant duration
HDFC Equity Savings Fund (G),MHD046,https://www.moneycontrol.com/mutual-funds/nav/hdfc-equity-savings-fund/MHD046,,Equity Savings
Franklin (I) Low Dura. -Direct (G),MTE382,https://www.moneycontrol.com/mutual-funds/nav/franklin-i-low-dura-direct/MTE382,,Low Duration Fund
HDFC Growth Opportunities Fund - D (G),MMS029,https://www.moneycontrol.com/mutual-funds/nav/hdfc-growth-opportunities-fund-d/MMS029,,Large & Mid Cap Fund
Axis Dynamic Bond Fund - Direct (G),MAA179,https://www.moneycontrol.com/mutual-funds/nav/axis-dynamic-bond-fund-direct/MAA179,,Dynamic Bond Fund
IDFC G-Sec -Investment -D (G),MAG761,https://www.moneycontrol.com/mutual-funds/nav/idfc-g-sec-investment-d/MAG761,,Gilt Fund
ICICI Pru Advisor Series - HF - D (G),MPI1434,https://www.moneycontrol.com/mutual-funds/nav/icici-pru-advisor-series-hf-d/MPI1434,,Fund of Funds
ICICI Pru Gilt Fund (G),MPI008,https://www.moneycontrol.com/mutual-funds/nav/icici-pru-gilt-fund/MPI008,,Gilt Fund
Principal Nifty 100 Equal Weight (G),MID009,https://www.moneycontrol.com/mutual-funds/nav/principal-nifty-100-equal-weight/MID009,,Index Funds/ETFs
Shriram Hybrid Equity Fund (G),MSR001,https://www.moneycontrol.com/mutual-funds/nav/shriram-hybrid-equity-fund/MSR001,,Aggressive Hybrid Fund
IDFC G-Sec Fund - CMP (G),MAG014,https://www.moneycontrol.com/mutual-funds/nav/idfc-g-sec-fund-cmp/MAG014,,Gilt Fund with 10 year constant duration
Franklin (I) FF US Opp. (G),MTE287,https://www.moneycontrol.com/mutual-funds/nav/franklin-i-ff-us-opp-/MTE287,,Fund of Funds
Franklin (I) LS FOF - 50s Plus (G),MTE033,https://www.moneycontrol.com/mutual-funds/nav/franklin-i-ls-fof-50s-plus/MTE033,,Fund of Funds
ICICI Pru Credit Risk Fund - D (G),MPI1229,https://www.moneycontrol.com/mutual-funds/nav/icici-pru-credit-risk-fund-d/MPI1229,,Credit Risk Fund
Quantum Multi Asset Fund - D(G),MQU013,https://www.moneycontrol.com/mutual-funds/nav/quantum-multi-asset-fund-d/MQU013,,Fund of Funds
Reliance Credit Risk Fund - Direct (G),MRC1013,https://www.moneycontrol.com/mutual-funds/nav/reliance-credit-risk-fund-direct/MRC1013,,Credit Risk Fund
ICICI Pru Ultra Short Term Fund (G),MPI867,https://www.moneycontrol.com/mutual-funds/nav/icici-pru-ultra-short-term-fund/MPI867,,Ultra Short Duration Fund
HDFC Growth Opportunities Fund (G),MMS001,https://www.moneycontrol.com/mutual-funds/nav/hdfc-growth-opportunities-fund/MMS001,,Large & Mid Cap Fund
ICICI Pru Multi Yield-Sr3-D-RP(G),MPI1414,https://www.moneycontrol.com/mutual-funds/nav/icici-pru-multi-yield-sr3-d-rp/MPI1414,,Fixed Maturity Plans - Hybrid
IDFC Dynamic Bond - Direct (G),MAG758,https://www.moneycontrol.com/mutual-funds/nav/idfc-dynamic-bond-direct/MAG758,,Dynamic Bond Fund
SBI Credit Risk Fund - D (G),MSB559,https://www.moneycontrol.com/mutual-funds/nav/sbi-credit-risk-fund-d/MSB559,,Credit Risk Fund
ABSL Medium Term Plan - D (G),MBS893,https://www.moneycontrol.com/mutual-funds/nav/absl-medium-term-plan-d/MBS893,,Medium Duration Fund
Franklin India Debt Hybrid Fund (G),MKP032,https://www.moneycontrol.com/mutual-funds/nav/franklin-india-debt-hybrid-fund/MKP032,,Conservative Hybrid Fund
Indiabulls Income Fund - Direct (G),MIM040,https://www.moneycontrol.com/mutual-funds/nav/indiabulls-income-fund-direct/MIM040,,Medium Duration Fund
Tata Young Citizens Fund - Regular,MTA002,https://www.moneycontrol.com/mutual-funds/nav/tata-young-citizens-fund-regular/MTA002,,Childrens Fund
ICICI Pru Long Term Bond Fund - IP (G),MPI046,https://www.moneycontrol.com/mutual-funds/nav/icici-pru-long-term-bond-fund-ip/MPI046,,Long Duration Fund
Kotak Dynamic Bond Fund - D (G),MKM564,https://www.moneycontrol.com/mutual-funds/nav/kotak-dynamic-bond-fund-d/MKM564,,Dynamic Bond Fund
L&T Flexi Bond - Direct (G),MCC307,https://www.moneycontrol.com/mutual-funds/nav/l-t-flexi-bond-direct/MCC307,,Dynamic Bond Fund
Tata Gilt Securities Fund - D (G),MTA747,https://www.moneycontrol.com/mutual-funds/nav/tata-gilt-securities-fund-d/MTA747,,Gilt Fund
Franklin India G-Sec Fund - D (D),MTE335,https://www.moneycontrol.com/mutual-funds/nav/franklin-india-g-sec-fund-d/MTE335,,Gilt Fund
Baroda Bank & Financial Serv. (Bonus),MBO162,https://www.moneycontrol.com/mutual-funds/nav/baroda-bank-financial-serv-/MBO162,,Sectoral/Thematic
Franklin Ultra SBF - SIP - Direct (G),MTE379,https://www.moneycontrol.com/mutual-funds/nav/franklin-ultra-sbf-sip-direct/MTE379,,Ultra Short Duration Fund
ABSL Banking & PSU Debt- D (G),MBS905,https://www.moneycontrol.com/mutual-funds/nav/absl-banking-psu-debt-d/MBS905,,
Kotak US Equity Fund - Standard (G),MAI097,https://www.moneycontrol.com/mutual-funds/nav/kotak-us-equity-fund-standard/MAI097,,Fund of Funds
Franklin (I)LSFOF-50s Plus FR-DP(G),MTE353,https://www.moneycontrol.com/mutual-funds/nav/franklin-i-lsfof-50s-plus-fr-dp/MTE353,,Fund of Funds
CR Gilt Fund (G),MCA009,https://www.moneycontrol.com/mutual-funds/nav/cr-gilt-fund/MCA009,,Gilt Fund
Axis Strategic Bond Fund (G),MAA152,https://www.moneycontrol.com/mutual-funds/nav/axis-strategic-bond-fund/MAA152,,Medium Duration Fund
DSP US Flexible Equity Fund - RP (G),MDS532,https://www.moneycontrol.com/mutual-funds/nav/dsp-us-flexible-equity-fund-rp/MDS532,,Fund of Funds
Franklin (I) Low Duration (G),MTE280,https://www.moneycontrol.com/mutual-funds/nav/franklin-i-low-duration/MTE280,,Low Duration Fund
Kotak Debt Hybrid (G),MKM050,https://www.moneycontrol.com/mutual-funds/nav/kotak-debt-hybrid/MKM050,,Conservative Hybrid Fund
Essel Regular Savings - Direct (G),MPM042,https://www.moneycontrol.com/mutual-funds/nav/essel-regular-savings-direct/MPM042,,Conservative Hybrid Fund
Franklin India Credit Risk Fund (G),MTE285,https://www.moneycontrol.com/mutual-funds/nav/franklin-india-credit-risk-fund/MTE285,,Credit Risk Fund
Franklin Ultra SBF - SIP (G),MTE188,https://www.moneycontrol.com/mutual-funds/nav/franklin-ultra-sbf-sip/MTE188,,Ultra Short Duration Fund
ICICI Pru Advisor Series - DMF (G),MPI068,https://www.moneycontrol.com/mutual-funds/nav/icici-pru-advisor-series-dmf/MPI068,,Fund of Funds
ICICI Pru Medium Term Bond - D (G),MPI1182,https://www.moneycontrol.com/mutual-funds/nav/icici-pru-medium-term-bond-d/MPI1182,,Medium Duration Fund
Indiabulls Short Term Fund-Dir (G),MIM065,https://www.moneycontrol.com/mutual-funds/nav/indiabulls-short-term-fund-dir/MIM065,,Short Duration Fund
L&T Equity Savings Fund - Direct (G),MCC272,https://www.moneycontrol.com/mutual-funds/nav/l-t-equity-savings-fund-direct/MCC272,,Equity Savings
Franklin (I) ST Income -Retail (G),MKP047,https://www.moneycontrol.com/mutual-funds/nav/franklin-i-st-income-retail/MKP047,,Short Duration Fund
LIC Govt. Sec. -Direct (G),MJB186,https://www.moneycontrol.com/mutual-funds/nav/lic-govt-sec-direct/MJB186,,Gilt Fund
SBI Multi Asset Allocation Fund (G),MSB075,https://www.moneycontrol.com/mutual-funds/nav/sbi-multi-asset-allocation-fund/MSB075,,Multi Asset Allocation
Sundaram Corporate Bond Fund - D (G),MSN611,https://www.moneycontrol.com/mutual-funds/nav/sundaram-corporate-bond-fund-d/MSN611,,Corporate Bond Fund
HDFC Dynamic PE Ratio FOF (G),MMS019,https://www.moneycontrol.com/mutual-funds/nav/hdfc-dynamic-pe-ratio-fof/MMS019,,Fund of Funds
HDFC Gilt Fund (G),MHD013,https://www.moneycontrol.com/mutual-funds/nav/hdfc-gilt-fund/MHD013,,Gilt Fund
Kotak Corporate Bond Fund - D (G),MAI083,https://www.moneycontrol.com/mutual-funds/nav/kotak-corporate-bond-fund-d/MAI083,,Corporate Bond Fund
SBI Healthcare Opportunities (G),MSB062,https://www.moneycontrol.com/mutual-funds/nav/sbi-healthcare-opportunities/MSB062,,Sectoral/Thematic
Tata Dynamic Bond Fund - Direct (G),MTA725,https://www.moneycontrol.com/mutual-funds/nav/tata-dynamic-bond-fund-direct/MTA725,,Dynamic Bond Fund
Baroda Pioneer STBF - Direct (G),MBO103,https://www.moneycontrol.com/mutual-funds/nav/baroda-pioneer-stbf-direct/MBO103,,Short Duration Fund
Indiabulls Gilt Fund - Direct (G),MIM024,https://www.moneycontrol.com/mutual-funds/nav/indiabulls-gilt-fund-direct/MIM024,,Gilt Fund
Invesco India Gilt Fund - DP - (G),MLI598,https://www.moneycontrol.com/mutual-funds/nav/invesco-india-gilt-fund-dp-/MLI598,,Gilt Fund
L&T Credit Risk Fund - D (G),MCC295,https://www.moneycontrol.com/mutual-funds/nav/l-t-credit-risk-fund-d/MCC295,,Credit Risk Fund
Sahara Super 20 Fund (G),MFI059,https://www.moneycontrol.com/mutual-funds/nav/sahara-super-20-fund/MFI059,,Large Cap Fund
Franklin India Income Oppor. (G),MTE272,https://www.moneycontrol.com/mutual-funds/nav/franklin-india-income-oppor-/MTE272,,Medium Duration Fund
Franklin India TF - (G),MKP004,https://www.moneycontrol.com/mutual-funds/nav/franklin-india-tf-/MKP004,,Sectoral/Thematic
HDFC Multi-Asset Fund - D (G),MHD1219,https://www.moneycontrol.com/mutual-funds/nav/hdfc-multi-asset-fund-d/MHD1219,,Multi Asset Allocation
IDFC Regular Savings Fund (G),MAG361,https://www.moneycontrol.com/mutual-funds/nav/idfc-regular-savings-fund/MAG361,,Conservative Hybrid Fund
ICICI Pru Short Term Fund - D (G),MPI1231,https://www.moneycontrol.com/mutual-funds/nav/icici-pru-short-term-fund-d/MPI1231,,Short Duration Fund
ABSL Short Term Opp-Direct (G),MBS902,https://www.moneycontrol.com/mutual-funds/nav/absl-short-term-opp-direct/MBS902,,Short Duration Fund
Kotak Low Duration - Direct (G),MAI091,https://www.moneycontrol.com/mutual-funds/nav/kotak-low-duration-direct/MAI091,,Low Duration Fund
LIC Childrens Fund - Direct,MJB165,https://www.moneycontrol.com/mutual-funds/nav/lic-childrens-fund-direct/MJB165,,Childrens Fund
IDFC Bond Fund - LTP - D (G),MAG752,https://www.moneycontrol.com/mutual-funds/nav/idfc-bond-fund-ltp-d/MAG752,,Long Duration Fund
SBI Debt Hybrid Fund (G),MSB021,https://www.moneycontrol.com/mutual-funds/nav/sbi-debt-hybrid-fund/MSB021,,Conservative Hybrid Fund
UTI Dynamic Bond Fund - Direct (G),MUT691,https://www.moneycontrol.com/mutual-funds/nav/uti-dynamic-bond-fund-direct/MUT691,,Dynamic Bond Fund
ABSL Dynamic Bond - D (G),MBS877,https://www.moneycontrol.com/mutual-funds/nav/absl-dynamic-bond-d/MBS877,,Dynamic Bond Fund
Baroda Pioneer Dynamic Bond (G),MBO080,https://www.moneycontrol.com/mutual-funds/nav/baroda-pioneer-dynamic-bond/MBO080,,Dynamic Bond Fund
DHFL Pramerica Short Maturity-DP (G),MDE529,https://www.moneycontrol.com/mutual-funds/nav/dhfl-pramerica-short-maturity-dp/MDE529,,Short Duration Fund
ICICI Pru Long Term Bond Fund (G),MPI005,https://www.moneycontrol.com/mutual-funds/nav/icici-pru-long-term-bond-fund/MPI005,,Long Duration Fund
IDFC AAFoF-Conservative-Regular (G),MAG357,https://www.moneycontrol.com/mutual-funds/nav/idfc-aafof-conservative-regular/MAG357,,Fund of Funds
Franklin India Corporate Debt (G),MKP009,https://www.moneycontrol.com/mutual-funds/nav/franklin-india-corporate-debt/MKP009,,Corporate Bond Fund
ICICI Pru Bond Fund - D (G),MPI1213,https://www.moneycontrol.com/mutual-funds/nav/icici-pru-bond-fund-d/MPI1213,,Medium to Long Duration Fund
ICICI Pru Multi Yield-Sr3-C-Dir(G),MPI1411,https://www.moneycontrol.com/mutual-funds/nav/icici-pru-multi-yield-sr3-c-dir/MPI1411,,Fixed Maturity Plans - Hybrid
L&T Low Duration Fund - D (G),MCC264,https://www.moneycontrol.com/mutual-funds/nav/l-t-low-duration-fund-d/MCC264,,Low Duration Fund
DSP Government Securities - DP (G),MDS622,https://www.moneycontrol.com/mutual-funds/nav/dsp-government-securities-dp/MDS622,,Gilt Fund
ABSL Banking & PSU Debt (DAP),MBS467,https://www.moneycontrol.com/mutual-funds/nav/absl-banking-psu-debt-dap-/MBS467,,
Baroda Pioneer CHF - D (G),MBO099,https://www.moneycontrol.com/mutual-funds/nav/baroda-pioneer-chf-d/MBO099,,Conservative Hybrid Fund
Baroda Pioneer Gilt Fund-Direct (G),MBO086,https://www.moneycontrol.com/mutual-funds/nav/baroda-pioneer-gilt-fund-direct/MBO086,,Gilt Fund
HSBC RSF Savings Plan - Direct (G),MHS325,https://www.moneycontrol.com/mutual-funds/nav/hsbc-rsf-savings-plan-direct/MHS325,,Conservative Hybrid Fund
ABSL Banking & PSU Debt (G),MBS351,https://www.moneycontrol.com/mutual-funds/nav/absl-banking-psu-debt/MBS351,,
DHFL Pramerica Low Duration Fund-DP (G),MDE490,https://www.moneycontrol.com/mutual-funds/nav/dhfl-pramerica-low-duration-fund-dp/MDE490,,Low Duration Fund
ICICI Pru Advisor Series - HF (G),MPI070,https://www.moneycontrol.com/mutual-funds/nav/icici-pru-advisor-series-hf/MPI070,,Fund of Funds
SBI Dynamic Bond Fund - Direct (G),MSB528,https://www.moneycontrol.com/mutual-funds/nav/sbi-dynamic-bond-fund-direct/MSB528,,Dynamic Bond Fund
UTI Multi Asset Fund - D (G),MUT659,https://www.moneycontrol.com/mutual-funds/nav/uti-multi-asset-fund-d/MUT659,,Multi Asset Allocation
ABSL Banking & PSU Debt - RP (G),MAC029,https://www.moneycontrol.com/mutual-funds/nav/absl-banking-psu-debt-rp/MAC029,,
Axis Regular Saver Fund (G),MAA039,https://www.moneycontrol.com/mutual-funds/nav/axis-regular-saver-fund/MAA039,,Conservative Hybrid Fund
BOI AXA Short Term Income - D (G),MBA079,https://www.moneycontrol.com/mutual-funds/nav/boi-axa-short-term-income-d/MBA079,,Short Duration Fund
ABSL Income Fund - D (G),MBS888,https://www.moneycontrol.com/mutual-funds/nav/absl-income-fund-d/MBS888,,Medium to Long Duration Fund
Baroda Pioneer Mid-cap Fund -Direct (G),MBO097,https://www.moneycontrol.com/mutual-funds/nav/baroda-pioneer-mid-cap-fund-direct/MBO097,,Mid Cap Fund
DHFL Pramerica Equity Savings (G),MDE031,https://www.moneycontrol.com/mutual-funds/nav/dhfl-pramerica-equity-savings/MDE031,,Equity Savings
BNP Paribas Flexi Debt - Dir (G),MAB746,https://www.moneycontrol.com/mutual-funds/nav/bnp-paribas-flexi-debt-dir/MAB746,,Dynamic Bond Fund
Principal Dynamic Bond Fund - Dir. (G),MID313,https://www.moneycontrol.com/mutual-funds/nav/principal-dynamic-bond-fund-dir-/MID313,,Dynamic Bond Fund
Franklin USBF - IP (G),MTE186,https://www.moneycontrol.com/mutual-funds/nav/franklin-usbf-ip/MTE186,,Ultra Short Duration Fund
Tata Medium Term - Direct (G),MTA760,https://www.moneycontrol.com/mutual-funds/nav/tata-medium-term-direct/MTA760,,Medium Duration Fund
Franklin (I) LS FOF-50s Plus FRP (G),MTE038,https://www.moneycontrol.com/mutual-funds/nav/franklin-i-ls-fof-50s-plus-frp/MTE038,,Fund of Funds
DHFL Pramerica Hybrid Debt Fund - D (G),MDE516,https://www.moneycontrol.com/mutual-funds/nav/dhfl-pramerica-hybrid-debt-fund-d/MDE516,,Conservative Hybrid Fund
SBI Magnum Income Fund - Direct (G),MSB552,https://www.moneycontrol.com/mutual-funds/nav/sbi-magnum-income-fund-direct/MSB552,,Medium to Long Duration Fund
L&T Gilt Fund (G),MCC008,https://www.moneycontrol.com/mutual-funds/nav/l-t-gilt-fund/MCC008,,Gilt Fund
Reliance Income Fund - Direct (G),MRC946,https://www.moneycontrol.com/mutual-funds/nav/reliance-income-fund-direct/MRC946,,Medium to Long Duration Fund
ICICI Pru Banking & PSU Debt - D (G),MPI1260,https://www.moneycontrol.com/mutual-funds/nav/icici-pru-banking-psu-debt-d/MPI1260,,
IDFC G-Sec-Investment - (G),MAG322,https://www.moneycontrol.com/mutual-funds/nav/idfc-g-sec-investment-/MAG322,,Gilt Fund
Invesco India Ultra Short Term - D (G),MLI607,https://www.moneycontrol.com/mutual-funds/nav/invesco-india-ultra-short-term-d/MLI607,,Ultra Short Duration Fund
Sundaram Corporate Bond Fund (G),MSN074,https://www.moneycontrol.com/mutual-funds/nav/sundaram-corporate-bond-fund/MSN074,,Corporate Bond Fund
Kotak Corporate Bond Fund (G),MAI035,https://www.moneycontrol.com/mutual-funds/nav/kotak-corporate-bond-fund/MAI035,,Corporate Bond Fund
Reliance ETF Hang Seng BeES,MBM026,https://www.moneycontrol.com/mutual-funds/nav/reliance-etf-hang-seng-bees/MBM026,,Index Funds/ETFs
Kotak Gilt-Inv PF & Trust - Regular (G),MKM056,https://www.moneycontrol.com/mutual-funds/nav/kotak-gilt-inv-pf-trust-regular/MKM056,,Gilt Fund
Can Robeco Dynamic Bond -Direct (G),MCA226,https://www.moneycontrol.com/mutual-funds/nav/can-robeco-dynamic-bond-direct/MCA226,,Dynamic Bond Fund
DHFL Pramerica Dynamic Bond Fund-RP (G),MPA034,https://www.moneycontrol.com/mutual-funds/nav/dhfl-pramerica-dynamic-bond-fund-rp/MPA034,,Dynamic Bond Fund
DHFL Pramerica Gilt Fund-DP (G),MDE498,https://www.moneycontrol.com/mutual-funds/nav/dhfl-pramerica-gilt-fund-dp/MDE498,,Gilt Fund
Kotak Gilt Investment (G),MKM002,https://www.moneycontrol.com/mutual-funds/nav/kotak-gilt-investment/MKM002,,Gilt Fund
Reliance Dynamic Bond - Direct (G),MRC907,https://www.moneycontrol.com/mutual-funds/nav/reliance-dynamic-bond-direct/MRC907,,Dynamic Bond Fund
HDFC Medium Term Debt Fund - D (G),MHD1197,https://www.moneycontrol.com/mutual-funds/nav/hdfc-medium-term-debt-fund-d/MHD1197,,Medium Duration Fund
ICICI Pru Floating Interest - D (G),MPI1196,https://www.moneycontrol.com/mutual-funds/nav/icici-pru-floating-interest-d/MPI1196,,Floater Fund
UTI Bond Fund - Direct (G),MUT697,https://www.moneycontrol.com/mutual-funds/nav/uti-bond-fund-direct/MUT697,,Medium to Long Duration Fund
Axis Short Term Fund - Direct (G),MAA196,https://www.moneycontrol.com/mutual-funds/nav/axis-short-term-fund-direct/MAA196,,Short Duration Fund
BNP Paribas CBF -Dir (G),MAB752,https://www.moneycontrol.com/mutual-funds/nav/bnp-paribas-cbf-dir/MAB752,,Corporate Bond Fund
Reliance Credit Risk Fund - IP (G),MRC534,https://www.moneycontrol.com/mutual-funds/nav/reliance-credit-risk-fund-ip/MRC534,,Credit Risk Fund
ABSL Corporate Bond Fund - D (G),MBS900,https://www.moneycontrol.com/mutual-funds/nav/absl-corporate-bond-fund-d/MBS900,,Corporate Bond Fund
BNP Paribas Conser. Hybrid (G),MAB003,https://www.moneycontrol.com/mutual-funds/nav/bnp-paribas-conser-hybrid/MAB003,,Conservative Hybrid Fund
BOI Ultra Short Duration - D (G),MBA085,https://www.moneycontrol.com/mutual-funds/nav/boi-ultra-short-duration-d/MBA085,,Ultra Short Duration Fund
Baroda Pioneer TAF - Direct (G),MBO105,https://www.moneycontrol.com/mutual-funds/nav/baroda-pioneer-taf-direct/MBO105,,Low Duration Fund
IIFL Dynamic Bond Fund - DP (G),MII022,https://www.moneycontrol.com/mutual-funds/nav/iifl-dynamic-bond-fund-dp/MII022,,Dynamic Bond Fund
JM Dynamic Debt Fund - D (G),MJM362,https://www.moneycontrol.com/mutual-funds/nav/jm-dynamic-debt-fund-d/MJM362,,Dynamic Bond Fund
L&T Conservative Hybrid - Direct (G),MCC268,https://www.moneycontrol.com/mutual-funds/nav/l-t-conservative-hybrid-direct/MCC268,,Conservative Hybrid Fund
BOI AXA Conservative Hybrid-D (G),MBA075,https://www.moneycontrol.com/mutual-funds/nav/boi-axa-conservative-hybrid-d/MBA075,,Conservative Hybrid Fund
Kotak Dynamic Bond Fund (G),MKM255,https://www.moneycontrol.com/mutual-funds/nav/kotak-dynamic-bond-fund/MKM255,,Dynamic Bond Fund
SBI Credit Risk Fund (G),MSB055,https://www.moneycontrol.com/mutual-funds/nav/sbi-credit-risk-fund/MSB055,,Credit Risk Fund
Kotak Bond-Short Term Plan - D (G),MKM568,https://www.moneycontrol.com/mutual-funds/nav/kotak-bond-short-term-plan-d/MKM568,,Short Duration Fund
ABSL FRF - LTP - D (G),MBS871,https://www.moneycontrol.com/mutual-funds/nav/absl-frf-ltp-d/MBS871,,Floater Fund
ABSL Low Duration Fund - D (G),MBS919,https://www.moneycontrol.com/mutual-funds/nav/absl-low-duration-fund-d/MBS919,,Low Duration Fund
CR Income Fund - D (G),MCA243,https://www.moneycontrol.com/mutual-funds/nav/cr-income-fund-d/MCA243,,Medium to Long Duration Fund
JM G-Sec Fund - Direct (G),MJM357,https://www.moneycontrol.com/mutual-funds/nav/jm-g-sec-fund-direct/MJM357,,Gilt Fund
L&T Low Duration Fund (G),MFF091,https://www.moneycontrol.com/mutual-funds/nav/l-t-low-duration-fund/MFF091,,Low Duration Fund
UTI Short Term Income - Direct (G),MUT687,https://www.moneycontrol.com/mutual-funds/nav/uti-short-term-income-direct/MUT687,,Short Duration Fund
ABSL Medium Term Plan - IP (G),MBS454,https://www.moneycontrol.com/mutual-funds/nav/absl-medium-term-plan-ip/MBS454,,Medium Duration Fund
ABSL Medium Term Plan - RP (G),MBS448,https://www.moneycontrol.com/mutual-funds/nav/absl-medium-term-plan-rp/MBS448,,Medium Duration Fund
Franklin USBF - RP (G),MTE184,https://www.moneycontrol.com/mutual-funds/nav/franklin-usbf-rp/MTE184,,Ultra Short Duration Fund
Indiabulls Ultra Short Term-DP (G),MIM033,https://www.moneycontrol.com/mutual-funds/nav/indiabulls-ultra-short-term-dp/MIM033,,Ultra Short Duration Fund
DSP Bond Fund - Direct (G),MDS605,https://www.moneycontrol.com/mutual-funds/nav/dsp-bond-fund-direct/MDS605,,Medium Duration Fund
L&T Flexi Bond - IP (G),MFF011,https://www.moneycontrol.com/mutual-funds/nav/l-t-flexi-bond-ip/MFF011,,Dynamic Bond Fund
Sundaram Short Term Debt Fund D (G),MSN617,https://www.moneycontrol.com/mutual-funds/nav/sundaram-short-term-debt-fund-d/MSN617,,Short Duration Fund
ABSL Active Debt MM -Direct (G),MIN393,https://www.moneycontrol.com/mutual-funds/nav/absl-active-debt-mm-direct/MIN393,,Dynamic Bond Fund
ABSL FP FOF-Conservative-DP (G),MIN379,https://www.moneycontrol.com/mutual-funds/nav/absl-fp-fof-conservative-dp/MIN379,,Fund of Funds
Axis Triple Advantage - Direct (G),MAA203,https://www.moneycontrol.com/mutual-funds/nav/axis-triple-advantage-direct/MAA203,,Multi Asset Allocation
HDFC Corporate Bond Fund - D (G),MHD1209,https://www.moneycontrol.com/mutual-funds/nav/hdfc-corporate-bond-fund-d/MHD1209,,Corporate Bond Fund
Principal Credit Risk Fund - D (G),MID292,https://www.moneycontrol.com/mutual-funds/nav/principal-credit-risk-fund-d/MID292,,Credit Risk Fund
ABSL Corporate Bond Fund (G),MAC003,https://www.moneycontrol.com/mutual-funds/nav/absl-corporate-bond-fund/MAC003,,Corporate Bond Fund
L&T Credit Risk Fund - (G),MCC123,https://www.moneycontrol.com/mutual-funds/nav/l-t-credit-risk-fund-/MCC123,,Credit Risk Fund
Principal Short Term Debt Fund - D (G),MID311,https://www.moneycontrol.com/mutual-funds/nav/principal-short-term-debt-fund-d/MID311,,Short Duration Fund
Reliance Short Term - Direct (G),MRC1018,https://www.moneycontrol.com/mutual-funds/nav/reliance-short-term-direct/MRC1018,,Short Duration Fund
ABSL Savings Fund - D (G),MBS897,https://www.moneycontrol.com/mutual-funds/nav/absl-savings-fund-d/MBS897,,Ultra Short Duration Fund
L&T Money Market Fund - D (G),MCC303,https://www.moneycontrol.com/mutual-funds/nav/l-t-money-market-fund-d/MCC303,,Money Market Fund
ICICI Pru Bond Fund (G),MPI501,https://www.moneycontrol.com/mutual-funds/nav/icici-pru-bond-fund/MPI501,,Medium to Long Duration Fund
ICICI Pru Bond Fund - IP (G),MPI504,https://www.moneycontrol.com/mutual-funds/nav/icici-pru-bond-fund-ip/MPI504,,Medium to Long Duration Fund
Kotak Credit Risk Fund (G),MKM334,https://www.moneycontrol.com/mutual-funds/nav/kotak-credit-risk-fund/MKM334,,Credit Risk Fund
Quant Ultra Short Duration -Direct (G),MES039,https://www.moneycontrol.com/mutual-funds/nav/quant-ultra-short-duration-direct/MES039,,Ultra Short Duration Fund
DSP Banking & PSU Debt Fund - DP (G),MDS869,https://www.moneycontrol.com/mutual-funds/nav/dsp-banking-psu-debt-fund-dp/MDS869,,
ICICI Pru Corporate Bond Fund - D (G),MPI1234,https://www.moneycontrol.com/mutual-funds/nav/icici-pru-corporate-bond-fund-d/MPI1234,,Corporate Bond Fund
LIC MF Equity Hybrid Fund (G),MJB006,https://www.moneycontrol.com/mutual-funds/nav/lic-mf-equity-hybrid-fund/MJB006,,Aggressive Hybrid Fund
Reliance Prime Debt Fund - D (G),MRC957,https://www.moneycontrol.com/mutual-funds/nav/reliance-prime-debt-fund-d/MRC957,,Corporate Bond Fund
SBI Banking & PSU Fund - D (G),MSA033,https://www.moneycontrol.com/mutual-funds/nav/sbi-banking-psu-fund-d/MSA033,,
UTI Ultra Short Term - Direct (G),MUT699,https://www.moneycontrol.com/mutual-funds/nav/uti-ultra-short-term-direct/MUT699,,Ultra Short Duration Fund
DSP Short Term Fund - Direct (G),MDS576,https://www.moneycontrol.com/mutual-funds/nav/dsp-short-term-fund-direct/MDS576,,Short Duration Fund
HDFC Corporate Bond Fund (G),MHD686,https://www.moneycontrol.com/mutual-funds/nav/hdfc-corporate-bond-fund/MHD686,,Corporate Bond Fund
