SYMBOL,ADJUSTMENT_TYPE,DATE,FACTOR,URL,NSE
KEC Intl,split,30-12-2010,0.2,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=KEC04,
LIC Housing Fin,split,30-12-2010,0.2,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=LIC,
SVC Resources,split,29-12-2010,0.5,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=PT11,
Coromandel Int,split,23-12-2010,0.5,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=CI45,
Surya Pharma,split,23-12-2010,0.1,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=SP34,
EID Parry,split,23-12-2010,0.5,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=EID,
Balkrishna Ind,split,20-12-2010,0.2,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=BI03,
Tribhuvan House,split,13-12-2010,0.2,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=TH01,
ACIL Cotton Ind,split,09-12-2010,0.2,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=ACI14,
Sadbhav Engg,split,07-12-2010,0.1,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=SE19,
Sun Pharma,split,25-11-2010,0.2,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=SPI,
Greaves Cotton,split,24-11-2010,0.2,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=GC20,
Balaji Amines,split,18-11-2010,0.2,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=BA05,
MVL,split,16-11-2010,0.5,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=MVL01,
Somany Ceramics,split,11-11-2010,0.2,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=SC49,
Oriental Hotels,split,10-11-2010,0.1,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=OH,
JVL Agro Ind,split,09-11-2010,0.1,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=JVL01,
Standard Batter,split,09-11-2010,1.0,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=SB07,
Himadri Special,split,08-11-2010,0.1,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=HCI01,
Global Cap Mkts,split,08-11-2010,0.1,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=GCM,
Atlanta,split,08-11-2010,0.2,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=A9,
Super Tannery,split,04-11-2010,0.5,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=ST11,
Nitin Fire Prot,split,04-11-2010,0.2,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=NFP01,
Asahi Infra,split,03-11-2010,10.0,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=AIA,
IFL Promoters,split,03-11-2010,0.5,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=IF01,
Archies,split,02-11-2010,0.2,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=A15,
JISL,split,29-10-2010,0.2,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=JISLD57000,
Prime Focus,split,29-10-2010,0.1,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=PF13,
Gangotri Iron,split,29-10-2010,0.5,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=GIS01,
Jain Irrigation,split,29-10-2010,0.2,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=JIS02,
Paisalo Digital,split,29-10-2010,0.5,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=SEI03,
Sintex Ind,split,27-10-2010,0.5,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=SI27,
Genus Power,split,22-10-2010,0.1,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=GPI08,
Sezal Glass,split,21-10-2010,0.1,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=SAG,
Unichem Labs,split,21-10-2010,0.4,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=UL02,
Parsvnath,split,18-10-2010,0.5,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=PD05,
Supreme Ind,split,18-10-2010,0.2,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=SI48,
Ram Ratna Wires,split,14-10-2010,0.5,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=RRW,
Responsive Ind,split,08-10-2010,0.1,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=SH10,
Diamant Infra,split,07-10-2010,0.2,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=DIF02,
Rockon Fintech,split,06-10-2010,0.5,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=II08,
Trimurthi,split,04-10-2010,10.0,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=TDP01,
Aqua Logistics,split,01-10-2010,0.1,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=AL14,
BL Kashyap,split,29-09-2010,0.2,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=BLK,
Tirupati Sarjan,split,28-09-2010,0.5,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=TS06,
Nissan Copper,split,27-09-2010,0.1,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=NC9,
DB (Int) Stock,split,24-09-2010,0.2,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=DBI,
Shree Nath Comm,split,24-09-2010,0.1,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=SNC01,
Adani Ports,split,23-09-2010,0.2,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=MPS,
Aarya Global,split,23-09-2010,0.1,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=KIF02,
Mahalaxmi Rub,split,23-09-2010,0.1,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=MR02,
Arihant Capital,split,23-09-2010,0.5,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=ACM02,
South Ind Bk,split,23-09-2010,0.1,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=SIB,
Tata Steel BSL,split,21-09-2010,0.2,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=BS14,
Ashco Niulab,split,21-09-2010,10.0,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=ANI,
Resurgere Mines,split,15-09-2010,0.1,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=RMM01,
Astral Poly Tec,split,15-09-2010,0.5,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=APT02,
Kotak Mahindra,split,13-09-2010,0.5,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=KMB,
Kalpataru Power,split,08-09-2010,0.2,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=KPT,
Britannia,split,08-09-2010,0.2,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=BI,
Shree Rang Mark,split,07-09-2010,0.5,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=SRM,
Apollo Hospital,split,02-09-2010,0.5,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=AHE,
KCP,split,02-09-2010,0.1,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=KCP,
Dhanuka Agritec,split,02-09-2010,0.2,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=DA01,
Indian Hume,split,30-08-2010,0.2,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=IHP,
Lupin,split,27-08-2010,0.2,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=L,
Redington,split,20-08-2010,0.2,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=RI37,
HDFC,split,18-08-2010,0.2,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=HDF,
Gemstone Inv,split,13-08-2010,0.1,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=GI05,
Jayshree Tea,split,13-08-2010,0.5,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=JTI,
Magma Fincorp,split,13-08-2010,0.2,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=MF20,
